Designator,Mid X,Mid Y,Layer,Rotation
C2,27.87,11.97,Top,180.0
C3,19.45, 9.38,Top,90.0
C4,32.80,14.40,Top,180.0
C5,27.90,16.10,Top,180.0
C16,27.87,14.05,Top,180.0
C18,24.82,13.75,Top,180.0
C20,53.53, 7.95,Top,180.0
LED3,63.44,14.33,Top,0.0
R1,14.55, 7.37,Top,270.0
R2,14.45,15.71,Top,90.0
R5,63.45,10.86,Top,90.0
R16,52.05,10.09,Top,0.0
R17,59.98, 8.97,Top,180.0
SW1,56.98,13.17,Top,180.0
U$6,32.54, 8.96,Top,290.0
U1,39.89,11.47,Top,20.0
U7,23.92,10.69,Top,270.0
